delta,size
11174662,103.548488
12359349,66.135
12308960,177.631205
67050906,22.943
12049549,98.85931
40243132,23.561554
21304107,64.787964
18145427,14.721339
7514162,1538.330696
17232828,57.808209
21727005,88.703
39072911,18.716464
10519817,66.699309
15199153,104.226
27396532,149.289135
8206611,1566.239
28241608,69.559052
9979258,125.249139
5104873,262.01032
2857556,528.519969
16724528,90.250408
28213036,37.938964
14869449,250.548736
31942658,50
8301731,616.373833
5063688,4695.935315
35041754,21.866007
46233026,46.052353
15575651,92.040717
19619921,51.798545
21387674,9.999999
31454562,312.436989
22246813,90.828713
25477744,87.260574
30257745,66.215694
10936883,138.09705
5696003,88.15761
79568252,96.943252
102766789,35.235
136947431,143.8
16478989,164.992414
71752299,20.22565
4519928,35.948428
8051012,504.555885
23852418,55.507036
43142154,38.264071
23652735,25
29259426,46.014017
12461591,257.517
169507643,50.1
6452490,96.10977
9614538,28.537896
7116605,51.762089
5097750,4647.998373
42811673,62.805552
21478545,105.618933
8409144,112.230991
39837024,64.591145
24128078,66.003791
7188975,72.966054
65025698,51.500597
20951600,92.204136
5896588,157.0215
19960507,51.544405
11809763,50.494719
6765657,125.027342
33171356,59.427331
18113868,52.054036
3452457,10187.61459
3209377,4080.55723
16656271,24.262
5980585,104.971374
8784378,138.221533
3855006,4239.685419
6114493,135.602991
10376168,84.326127
4770890,91.924675
14045105,260.693402
23726367,25
3252905,2234.671127
4115332,3943.291553
9345476,87.334
18317851,55.741778
8111504,24.419993
17157223,208.214758
26070163,72.191207
21471094,200
43818772,36.26123
12195780,96.839148
19385255,46.885321
14426896,263.350499
5296434,48.6733
68659472,49.829135
20340174,62.726483
30408063,96.414331
4103447,198.364785
10090868,1609.710263
19306323,19.999999
7079827,253.168
23098304,30
28107689,18.033773
17750611,29.383492
6605332,250.826616
17916340,66.066
9468220,37.85533
4525111,124.786212
11970228,42.292124
20993704,55.469
11140538,52.300464
62248036,18.892
60024869,27.889436
4838560,4198.373366
63592239,12.069897
13694548,131.078549
5788299,79.363609
7380206,13.24
115919338,24.905
7660492,46.232223
24784636,20.015
63689905,50.340034
6948962,200.952146
19532595,153.418
14550088,51.341741
4344763,4316.370046
11919194,39.342574
34228250,67.360047
74995476,59.74296
9995423,25.912317
36914018,26.826167
6423842,46.276066
29745737,99.999999
60026322,50.244651
7919255,174.752783
48983467,44.447691
29862018,51.835586
17316778,48.289114
4048584,4478.895808
14621496,22.76726
20398379,47.490039
27541651,140.002891
46714820,32.29991
25458890,59.587364
11772569,103.487851
37201071,20.336
14537490,57.403848
22828273,29
29123520,40
26136479,185.868
40229837,66.949531
6412768,1539.819
14958252,44.845398
11539228,93.414574
80322467,26.703562
11350924,71.820448
47526458,26.76
5964700,255.025763
8076641,163.177305
34788588,74.065
23998011,53.983
4532419,70.656042
14334919,130.200648
6026706,87.331554
3344407,4204.706891
261521753,33.45
42724967,40.808855
16545317,49.06786
16649040,68.067338
100383444,16.495212
12183311,188.966232
10928256,74.588271
9355495,43.097
33940819,50.786948
21420106,200
8007963,102.055647
14010548,66.668
3653647,50.692423
16782265,46.900924
4757427,137.245321
28163238,111.897946
16111076,40.04331
5465802,232.146423
11531554,260.840017
20566271,151.540191
14700920,160.717
5012405,3661.51609
12827748,260.762255
35213296,33
33481596,96.027505
8686165,261.114558
4774426,4693.488981
23667651,25
39991446,128.582041
6116471,105.697
8887048,260.362
19019816,40.568767
7578503,831.151
50271120,24.76473
7825784,260.102444
28045970,100
8596464,74.014649
13688133,259.17
29851081,83.724299
29822220,88.7014
4990418,182.578139
9460696,80.737193
30407799,50.850023
21006000,170.651
31905753,200
6626991,174.767524
26944700,6
5170043,3038.332175
12074995,263.914452
43587608,37.61884
34927196,33.795954
5747251,123.923008
23390542,57.772088
3807901,4608.976379
45327522,30.859756
14736706,161.713953
19764684,182.657908
5384249,162.260542
18683587,194.919048
20130098,93.2348
65367042,35.802
7898597,26.267139
5824404,3905.19074
22143209,81.420844
5295441,104.512495
23389436,41.456759
21176263,47.485652
28220047,100
10585547,132.738
27290391,114.632
33710836,41.263004
8428222,53.512693
17137380,102.702917
9098526,247.338017
27043108,40.48102
51531979,23.626
38194652,79.629
4056398,3787.16793
3033833,4291.131187
22806308,13.2049
46003992,46.695
20619006,53.590944
6545074,5000
53216656,26.759043
10045477,339.595898
8262824,202.319111
24485541,77.509466
11829864,118.129181
25764066,36.729872
10867997,93.40942
6017875,1910.937432
27611595,40.969259
37928024,112.219
13346823,194.029346
3339143,157.674296
35288520,50.229051
10204020,83.957973
30172398,30.399168
7452704,95.211199
12965657,34.806729
43200751,44.437899
25038822,33
12917491,104.866384
5450787,1425.863
30940637,59.46225
26291783,75.955272
14761862,130.06
10785261,260.016189
24136781,70.876478
23852082,257.017
4587628,38.020948
6662486,87.078848
15404396,46.591865
7012183,124.586906
3951847,106.877932
4794353,1426.748013
36443651,196.303955
6523657,5000
20537903,52.476
28977692,164.452
5996367,1910.936
14231988,152.800993
34955287,33
3901836,3974.963326
19638261,52.023
19159561,55.333475
16851676,98.575017
71628662,73.660159
10604606,48.865596
39971728,48.374717
8752803,91.189984
46599893,145.739807
2945331,4623.340253
17256809,178.508
29876600,27.016925
51317498,339.997785
7338105,261.971251
14705315,331.350318
37386375,143.81228
9709837,39.769782
5377086,66.58274
3620327,6573.519956
8341008,37.409082
39173986,46.73801
23774139,52.382412
3970977,34.994781
3471127,4211.814367
24094795,83.221332
63130950,52.925
14959545,95.89652
3128140,7438.605493
5593191,3425.204
28027828,170.942897
6418021,379.47743
67769078,28.569099
12340090,80.548791
4458338,4329.661608
11174589,172.173611
20374971,93.785978
3448658,10108.333
11787553,59.590149
4582251,3507.271559
38629682,117.103855
36704259,77.21883
7666622,25.096475
59149480,30.267435
6647953,348.249514
6467546,125.26915
10362371,30.020216
24420852,44.808
3121437,4238.352438
17959993,48.649532
28583427,47.776327
3009409,4468.534813
74444884,165.049341
14622780,146.668375
15021078,260.585
17754050,49.844968
39101654,89.025744
9426756,104.521069
13582244,41.612
289717688,19.186405
10999491,45.954802
16185403,169.004909
17553995,260.90786
26142925,143.423777
5154190,3591.044811
13995655,154.861953
84004267,28.169404
58683896,35.291
8277276,1536.93
19086078,83.327058
16873880,49.573389
42026618,47.773822
20747352,9.999999
23385338,25
4452990,4016.573735
8534832,80.545835
23927491,33.526323
24102757,90.176059
4839571,267.033327
14243931,213.404608
7919291,171.475654
4020493,3907.901402
20566411,318.961529
5382592,5149.659791
7551838,13.211213
9886897,165.192346
15351810,277.679297
36548601,101.954681
25452102,37.17368
6467416,5000
26752774,87
13953829,46.104223
36362574,43.262
77028118,52.322947
6024139,263.733232
18482593,69.777376
4027244,4643.37549
11029441,55.988165
34307020,46.770428
13757061,80.227414
16182838,34.347816
19243229,251.296623
7706314,80.411
4801806,32.984636
36673932,105.834
23907057,65.210457
21324851,31.945719
7873613,72.172323
14690001,240.945214
31547180,54.317805
39302207,105.967372
78291695,64.315231
5672782,300
9050695,85.900775
30583505,65.330409
15670349,59.391522
9004152,31.810223
8640126,261.556932
19860058,88.367409
25405899,36
88526811,65.642624
5860313,4459.068113
4195854,4200.89301
88203513,60.456834
8738042,42.171
6733069,193.21154
29238393,33.270582
75863526,250
23236714,96.534292
41602559,75.868
6442207,3456
9523084,179.44809
7879635,63.017007
24285253,101.363781
7580302,50.005119
12283948,131.34155
10432102,503.309462
45625651,43.879443
12392867,131.019115
58281428,56.16023
31864475,262.206568
19263424,175.101483
7952661,99.951193
13475842,258.777656
8497416,152.859
11367363,76.82323
25990735,102.678697
9536782,93.25547
10276088,78.38
5374498,4091.363973
4880733,5571.095454
37254707,59.695941
17168127,40.622796
9562007,53.332739
34542645,99.999999
10136814,578.140488
20871774,134.194498
8380871,215.392839
4781267,146.76581
51336935,46.822035
33942393,51.622
6360516,227.297653
72396254,50.230065
7344512,57.865377
9756877,66.363893
32852155,47.344
4181837,3761.614506
8334597,67.389702
28262699,89.854
18195290,127.77627
11456868,24.567947
5961336,158.449628
3912544,3763.362185
13167389,268.318602
23331557,25
23455231,58.218809
8686253,288.214426
2881169,70.077297
13625061,30.427458
5614994,196.021642
90811966,39.54
29325224,37.894108
27656009,39.533316
19957501,19.999999
31204982,88.047689
10076541,106.050539
22800790,175.881
7714177,104.07479
16799089,34.11039
9686809,173.809901
16214488,69.818254
8193314,264.071799
14637642,180.809922
23115244,47.534483
9692991,79.854218
26726352,88.97
22175571,25
50197245,29.597757
21531424,194.920688
4538539,178.812844
7396864,126.874567
3932162,6199.986609
22619934,177.829
11075291,65.72617
63098794,81.915138
11364271,89.172343
6673074,529.778
33698593,27.945204
28671706,43.636196
10468695,123.943801
4237177,3760.282322
5370888,83.936844
9144984,98.485378
10630516,261.106441
58389162,38.672722
11306182,147.733049
13294469,131.548782
11305037,41.384119
17535569,203.992436
8886321,80.930876
18027542,78.042317
18727885,46.045722
8036912,134.845722
46596225,29.775
42824215,37.368668
9364074,52.33344
4489435,35.264254
5347037,261.688624
7998640,42.202369
9528112,90.507144
47268039,53.379829
103720936,19.96399
11393592,177.270109
17818507,45.770468
44306845,43.890588
19536664,210.148889
11732421,33.390823
5665321,115.674908
35555794,64.894
23142563,74.414
22597213,66.309
15544404,122.669168
9490891,503.730271
22998900,91.245
5814085,185.275106
24768932,173.541537
33998966,126.169826
10417423,64.412
17535913,253.087316
4533729,3634.150878
29312490,180.264214
41198657,32.658328
10135672,89.946905
15930783,84.684682
28855819,87.897851
6642402,37.072463
12116260,47.707696
14921096,38.051
26156569,92.594623
17585094,51.484013
4397980,4425.430787
13626272,46.977378
22298894,88.847459
23059478,82.135
6458364,46.556403
13123627,88.143813
25214789,39
34657277,26.747902
102062430,27.718
22432826,171.744469
14589233,40.275262
4480325,1815.168556
58189058,35.850456
7112495,77.492927
4684689,3505.788946
3522152,4651.547243
37493918,45.02347
11616329,65.334355
29286228,101.27
44715576,70.448
2692424,5003.883471
8266540,52.779748
51416792,61.047026
6636794,93.129677
21283542,100.698
22782798,43.975713
13631550,356.95269
5209411,1912.353823
36640788,48.720739
2920708,4236.561512
27934922,204.259211
30207582,376.788769
17565269,11.925906
7573819,40.916188
22565481,39
7319797,504.75
13464355,262.909831
6238320,176.341705
5431556,260.951364
30854914,158.592512
10590820,136.82335
3311042,772.644
87855982,32.812493
12524233,64.032306
8065194,169.910391
4654792,8950.701718
13791887,57.295009
11988332,109.62009
41488566,45.017818
16775019,104.874402
15527282,356.867266
15610354,113.62943
12738909,130.221
7901711,176.578081
102289208,31.985
24594198,29.381599
34226787,128.039486
4902521,144.584748
27897276,16.422004
8511902,220.656934
22511781,20
52482929,29.475845
8186491,89.069516
10241601,275.035468
5119078,4461.857603
4775987,2229.530797
7200864,1908.37
25313797,31.505667
18931921,102.141167
11517087,14.999999
13076911,55.140502
24418019,113.729071
11768432,81.32256
3801446,4653.340601
7672552,68.806648
22375782,68.148724
3617407,519.032245
10399470,260.638155
30312799,77.879458
12504932,145.719717
31743001,30.893058
14503159,103.214965
23221472,37.297433
8474339,181.169
24731324,39.014933
8753729,40.930308
53517377,169.904901
35647414,29.365389
10076890,41.749091
49050082,49.522982
21952019,9.999999
20304372,102.639842
22257161,15
23169937,62.160898
21916719,24.999999
9141675,758.195
57567997,18.701
28482980,177.128473
11645828,51.815
295327358,20.6
24402360,130.018007
17686373,130.425908
9001107,55.268886
296490867,41.27
8907224,40.260502
5034072,5143.924532
36745694,41.274681
35246034,65.255
21778407,104.787965
14300882,268.48915
17567577,68.182418
2893828,6576.639
17938470,44.451452
9999237,75.673226
98216530,60.0992
17389178,47.34297
18972225,253.887306
25908144,52.322814
21429320,21
25093083,92.903961
13011008,54.124817
33821745,100.000999
300425600,41.42
16542490,27.525611
3824566,4199.94481
130843799,63.88918
18219192,101.973868
4807178,4005.620721
108548773,41.73919
7522592,244.793832
7679565,145.524527
37760416,141.061751
45403778,100.442226
15694893,29.066473
9410712,40.354362
12816417,97.936824
23287075,50.675
7582804,61.595923
56496205,49.640106
7059361,102.717679
12909874,130.231
9855035,28.881797
10639045,130.646
31039647,19.176474
14297895,40.314
11119217,87.015178
25297294,48.95168
36239676,54.205077
16371796,102.933335
9565911,130.659755
65941485,34.293
5645164,4647.863336
18212016,48.395978
28398601,65.695025
19056381,32.361043
28067432,101.181
4228917,204.514372
11727365,52.077595
17705812,29.283882
14581161,47.101466
3761127,4194.525825
29019868,21.044864
4905396,3883.298221
31703519,35.680201
5572561,870.701638
32262171,52.854999
14449666,75.795826
8471010,244.55646
13523818,55.410947
196684730,40.61
18021795,62.808254
48096815,29.668882
16822063,45.581262
191947733,19.12
26385884,352.394
32991330,28.604
4247817,4920.297348
9172146,111.857444
4905833,262.542337
22758552,45.811745
14760806,136.593107
6535273,265.332544
7575575,26.751393
3892747,5454.717255
36594733,42.361635
6923127,50.856825
11493242,98.68159
14187127,23.253942
7147988,131.835837
4985861,266.922635
5342302,1521.766369
28073620,52.920801
17416006,154.350106
4321414,647.734
23882397,91.766428
50385491,2038.644915
14217632,92.055748
78447735,24.244106
17791262,258.012449
9529845,133.384791
90550896,81.982
3984495,212.666106
8902311,1610.913
17102921,83.612372
48067703,42.829811
5052175,75.006982
9727879,203.459331
7693103,127.802978
5132696,177.423949
46576295,28.787616
15735543,29.719452
21685635,88.116971
13088966,27.726424
5803359,3585.82786
29472364,71.84191
74960089,21.373025
23828255,86.851403
19287719,44.087487
3425546,345.942174
10633314,70.916842
10527981,163.419092
9407206,1610.13
13306714,131.578053
46944155,127.736749
119651408,42.273
31440263,21.955382
12960666,109.834976
18347027,16.565621
31566644,44.177859
21159557,68.329692
11187622,216.700631
32878237,570.461925
9684299,70.655206
16664179,69.758222
7604405,102.365997
10711627,43.804258
6218332,156.040637
16694702,51.688
63902295,31.638162
30939827,174.916491
68999783,42.620524
3378668,4195.361152
9820486,176.544083
18111185,18.499999
4607451,5548.59204
27286304,38.0158
10281559,87.565172
7871761,23.60167
6528769,61.645936
7359797,216.625385
5640455,4008.714245
9119847,130.715
10711903,177.270019
34970860,47.009109
16605171,122.576
5197620,2226.607784
5100317,1570.130474
7346552,497.332644
28635014,40
8859051,260.069749
8585918,62.749048
3749097,211.832654
12616564,207.05348
30019836,160.228893
3932404,8712.074
9031904,108.128967
8098785,26.919759
5884283,536.733221
11562123,191.423867
9759222,53.411264
3110377,3678.958361
24234001,69.792569
4729818,4204.69233
9305136,50
10530592,173.960624
303447673,41.38
24743914,33
24040431,44.134987
25574237,75.741021
7645628,317.937516
79757959,48.030374
32419848,89.370161
12987173,19.999999
26615681,102.899166
5393259,426.663064
71022020,26.482018
13287616,357.879964
15194795,262.479659
26590957,71.574
301010372,68.995971
5105545,32.537
48022646,105.21029
10675382,113.554074
5419459,60.98934
7096571,633.906341
32275621,82.194909
9385436,211.454366
4977725,4023.165331
80814545,33.741098
6100625,53.247118
4054442,585.465296
4202949,4042.535366
6928297,86.884358
20572521,89.970992
24399860,78.415482
102352289,35.18914
8442539,65.54
19559102,192.21795
22216242,23
31129205,27.884
7758436,103.221141
57492855,246.069
8075589,177.785931
7447284,525.422275
6249194,210.409783
45796601,88.846807
33005634,99.479698
74218487,21.700134
102639626,53.67837
6986365,913.788
11459033,42.737261
47507966,52.865
50782450,95.380081
19848704,102.670145
18116944,313.009
9921113,130.634911
23231527,51.676853
74300850,26.335008
5024601,279.017527
16134987,69.430603
3464469,81.995698
4502829,131.271832
6351502,50.235974
111935146,40.51919
17621030,9.559872
41664881,56.755
49454914,65.032447
60834786,144.138596
32066580,48.288704
3381865,5100.046726
73850969,44.064586
42975536,40.651536
66425932,63.420392
30954427,32.650848
24672426,63.561106
17777303,63.576386
62212028,119.47021
8010760,52.658228
28582363,40
12244022,27.314057
12862245,61.251197
16114701,88.755076
33022268,30
11520883,53.261005
16639705,132.102572
7660365,228.442
18625008,19.999999
5202150,3860.963026
20135062,40.810519
34245704,87.307
5842766,4946.992036
20289269,36.199
8165293,118.271793
6835734,530.23336
23350001,128.299
10284957,145.616
27982396,125.26777
85398645,35.935786
3439886,62.295
8773092,95.34284
25241656,50.837
12323996,29.499603
37919407,24.988
58323259,15.102944
5022219,4642.949728
29864881,174.658
17733593,50.8378
30836436,68.240485
8596810,97.141622
15506863,179.528345
74854218,48.763573
20940600,66.394955
7380691,169.349866
4164774,55.084
4406812,957.208994
18196063,102.579
7943769,272.764047
10487088,190.138897
32973223,32.058836
6122550,124.246768
17955136,188.695
72345332,36.087676
14908261,134.354568
4161425,4133.030181
47479211,12.555918
13009892,135.328413
15361303,65.27019
18432136,174.796087
6291417,287.990581
40863921,47.657
5209092,2230.658096
4929152,9999.991776
49264433,32.519627
11052094,260.166885
4551970,4018.656869
26704548,112.048859
4700546,3782.196848
14221244,28.583
19141706,85.902104
4136148,4652.335747
3477650,8835.572847
3216357,524.336194
34504502,33
20376554,21
15048832,166.878411
20119335,25.377328
9042605,93.53697
7718180,260.74067
53041601,95.265097
38197691,55.234667
4483980,26.484024
97633557,35.04
4640675,4642.681386
29619852,50.805
7374771,26.691467
9287172,130.722917
25314726,89.846
9112039,133.109142
9782573,44.229152
10756921,46.39416
3995912,6308.323
57148314,37.877128
82307451,37.346865
21296698,33.57526
17004328,74.969685
8164666,105.465277
43810354,85.778437
27643404,466.897892
21312049,176.222138
5065330,26.540503
4675759,18910.36075
26957712,40.283957
21735874,58.120106
22083849,42.740092
10201782,26.748779
6882763,192.605015
55330348,28.791027
6003228,30.617836
5936698,66.857348
7389763,357.497186
3459674,8937.026429
15470701,63.724342
7185913,40.183429
25456431,44.9436
15198458,130.671538
5337540,4234.937283
10765621,83.958
23713990,87.806652
10285706,125.173318
5613076,3205.988825
5045846,4194.773761
45538819,33.79009
21521823,129.996
24483309,92.828938
9331016,1610.016469
98944711,41.833
28498787,40
9537568,1609.687
43917852,30.266393
5543912,598.048
26747795,113.766716
19344107,201.144925
6704100,49.036768
10832135,289.223756
5972502,397.988228
6405176,132.979072
6945514,1538.247764
7141860,123.424
27633745,144.082832
14923216,37.654406
59228364,44.098325
15522566,122.751974
19582604,376.134816
4299051,6306.306
86031041,26.642577
47146876,49.010679
8786195,53.111624
16289612,75.539851
17577150,91.657117
9236351,311
29983285,76.376
35940541,175.317997
37950134,14.15
6610826,133.046079
30685042,104.09705
9338456,104.587018
30353588,127.342344
13422181,63.863344
28060401,52.39896
19154864,17.235209
18522617,65.123875
22834192,86.545002
15548644,129.926
37244348,212.991
11600232,85.4662
31316769,50
9687142,132.850088
4194099,647.758
17136422,65.181558
10581339,261.287526
4041928,4148.265273
42586208,69.964238
82305346,26.698993
69237618,47.132105
10604415,203.278415
10393462,50.480929
11322486,52.283636
15056944,173.607753
18526106,258.058522
12669974,54.315812
16213674,82.045521
5935200,655.235
68559549,26.832378
8278445,25.946291
63862196,43.448645
39467368,90.358623
39326359,117.872
5596009,317.103313
18608326,161.019018
65196201,28.506472
27134126,77.059092
8298198,65.540352
5428767,605.625014
19166491,39.149704
34638658,80.829572
36602017,31.275
11791261,218.13157
44846116,233.75319
32501214,64.948029
4581949,3426.884961
43967233,46.541554
9090320,261.263355
5489637,1540.307137
24857646,128.096617
25250972,21
6007801,5000
28340024,89.087199
12284629,88.699359
4317110,29.211497
36331411,40.047
25828093,42.129971
26305601,49.689159
6766662,60.038662
7292014,1005.090687
19219957,89.37947
16169322,131.442342
47248436,28.855672
65039176,100.786884
27286492,110.723142
57091295,27.469751
23162263,151.11315
6513774,52.54855
8823550,104.422633
7576015,264.969379
32483877,386.209558
54071366,52.547
4371869,3853.254779
84298967,34.418329
10677943,35.082928
11040779,74.988286
16237328,163.473416
4714798,265.137676
8350986,61.321765
3472258,9322.590551
33971830,100.605868
7863374,132.095
27888084,25
28506698,253.984
8869795,1268.821814
16272598,72.048483
8574766,54.77413
3869294,53.441291
10928794,132.306779
2886326,4934.79082
16337673,18.788
48674013,13.844322
7140257,368.366
57661139,48.683118
18557146,99.999999
13993477,58.282436
3562493,199.944514
6498135,131.614549
7315304,102.604928
26388258,57.752781
18990347,356.248104
18709434,65.105931
62649620,47.802739
37347932,35.851874
16859795,40.745399
28959892,58.717704
25421804,79.669492
7773349,68.494662
13669362,167.228842
33060211,14.998
16085012,52.16004
27130653,77.154925
14447958,176.487118
17454829,102.882166
9005994,180.810947
3472652,9291.46657
25000616,25
34755160,24.386021
5417737,132.885415
4388436,104.617152
22344006,77.653391
46176507,55.222279
15189497,83.53162
114824441,22.42895
8417357,103.226331
49179602,18.890359
7228432,105.246693
3948306,1815.408093
6043095,131.71289
24869591,36
107998849,13.873
7444597,1566.304584
121608135,15.125905
7683903,260.46
5334011,133.392
11878457,134.394121
5455527,578.22
39122443,52.172288
22149214,10
124022150,33.71918
17530836,69.784255
16591626,48.396224
22125098,76.772011
12399481,91.582448
112384235,27.01996
43276662,48.721
3841868,164.213492
29398987,60.124725
14926773,57.872473
61737229,38.11049
8445967,146.867561
15201522,912.593572
30734266,128.701968
23576111,85.288533
18853793,54.794783
27277269,351.979
30687817,119.982244
6143921,215.131654
61135094,65.201
16422424,64.13899
23468802,56.63925
14165921,86.66321
15651084,129.843
9744827,203.399061
87098221,25.615053
12388506,30.967893
6677876,954.993
82823139,39.528248
13732354,101.322
5056575,95.544084
45021200,43.968503
23794697,49.188556
5088163,3905.930921
117353554,40.70837
81770104,26.604597
45020767,45.194876
27599559,144.232923
11122343,90.383951
30804946,37.059774
95186981,40.35839
22835871,25
11386312,133.137
6823907,261.360654
26083995,69.43355
22412549,72.827
16832194,192.453602
6151889,113.567769
14784193,7.472315
9044921,89.485695
26445774,254.51
3632490,46.388
20324645,516.28951
18860758,257.601181
6059600,73.924289
11574165,131.138308
13766517,67.084
50630737,39.42
3578888,4465.05036
7717903,41.160199
6964468,80.755725
4002463,4722.124012
5793228,103.732729
9860400,103.608946
15196981,80.195934
9816280,105.014927
12969920,26.81
3166010,4466.790623
65260833,84.267843
35444853,121.263343
24388875,33
24928636,98.037734
16732240,52.501998
8514550,94.462772
5089090,48.886737
11907326,103.814733
12803315,259.001698
4921230,4649.286702
18383776,19.999999
9937733,56.775496
39389544,42.934445
17389295,39.465
3344953,3608.330038
8242314,504.105978
24116963,65.753875
19070069,38.447468
15158126,52.435964
34030266,49.567766
12569205,64.732713
33715631,71.434993
73111213,60.113
15320504,53.665553
27580707,43.478196
27782077,50
14492294,63.614132
32439918,145.270676
14354304,41.441588
13896833,95.333964
3655697,75.254843
11192373,115.582
35396021,80.208333
22368260,91.505296
4625407,133.426656
35734280,35.28046
20425634,21
6515073,202.24311
5893793,5000
5362311,3959.396709
7003757,105.118
15771398,77.919
4944937,4637.030823
17417790,69.783246
21873658,70.083431
27539265,47.594934
19247813,15.735017
31171323,86.05945
32645848,28.496
11628883,260.630198
8539871,85.237477
11448140,259.391847
26684068,72.404784
54778729,114.493
7877445,146.295907
7891288,36.34333
23421596,36.581862
21080970,9193.30816
21741941,30.951209
5712455,111.189102
120663383,39.40919
9052664,5259.011584
5882523,5000
19118668,34.740563
4493633,177.960792
51175295,45.959136
6754729,366.430875
8571008,69.966112
5844433,2967.649026
29694336,50.85
5499955,33.746133
24916928,25.078541
53766712,69.425575
3868675,4139.429869
129850240,23.15918
25361773,86.061557
7359397,1566.303
88928923,21.592449
17426630,87.538368
19312697,260.076021
68956595,84.12773
5225162,173.92909
15520065,133.395314
4626816,4663.367275
17619893,22.723
7489744,1537.178
115518367,38.26919
16393743,88.853142
16699624,17.266307
33138789,33
5396417,85.386824
26224795,48.99535
9352163,36.308751
5663374,646.668689
20612836,177.506644
15767132,3198.509832
14341842,179.76
13889519,34.745114
7844096,3223.929126
6093536,132.569456
18722830,65.168
4142239,4081.513967
25232561,46.610579
4756597,1570.129
3326669,6310.956956
3422043,3508.626698
22579629,29.846585
3627823,4915.833238
5783150,25.137
5854428,5000
13802656,30.319
11685312,131.902
5850951,5000
7114674,430.450717
6012603,132.004367
21983585,27.138056
36610698,32.732934
7095737,53.219156
7971091,97.039946
25501817,50.457011
3938280,9385.401119
22817722,154.987264
28257713,98.656087
16328312,51.688903
6673588,66.489
10866067,183.052481
22078100,35
12608128,22.066479
3449822,4004.356581
7650091,139.970415
4536509,4336.883373
12918311,173.619486
21899472,23
24231757,37.932066
21856847,64.931
13503994,259.152047
65565069,19.187591
9608494,137.473897
9608494,141.727451
28822689,26.504
19150084,132.023614
28277702,40
14935705,58.900008
14149116,65.335
14286144,131.794093
9364496,43.403628
29792910,39.064828
23554303,87.770569
65824350,47.371429
7588085,351.698004
22290850,33
25273136,177.179788
19469311,55.857237
25115029,101.227
28136883,87.010623
92373455,37.174856
7548380,98.164366
45590652,47.107598
10609953,54.245536
4555704,54.017978
4141579,4141.602937
20165873,15.348
20360935,21
12567576,102.7065
5607301,4986.64517
18158960,65.146327
8336852,261.660958
9845141,94.77556
8200914,87.62362
78526369,25.509593
6094973,190.270631
16785949,26.915901
18834079,71.671246
3425697,4276.982732
20237667,348.986999
64660399,38.548871
4062509,30.539438
14786065,56.52387
2831715,6208.716983
5276908,116.894076
23931426,47.136318
24011478,84.163742
9426523,59.354569
15315205,36.15355
4176501,523.44757
4062398,9318.47416
13510436,132.083549
23835144,46.863031
16013912,144.473
12268877,259.451
50324606,54.98
8082609,275.081
20904089,91.160622
21131484,49.433978
16786547,77.530897
51948657,65.547521
6967845,492.722911
5763823,4454.039251
101954716,27.09805
45720119,46.585
4080962,3997.202905
15294468,129.67694
29137252,48.072289
19452152,92.842848
7368378,90.249749
28128761,40
5729818,296.215801
9143017,35.048408
37169673,152.18781
7148521,263.829
4971603,2432.709244
6104667,131.72071
13882953,105.508
21249773,19.999999
12431882,85.650736
24515513,261.608951
17113740,66.409
24277019,33
17424668,89.064
29675429,37.66
21209581,33.738223
13973868,125.502386
8554412,520.969
8693772,78.028041
5799299,5000
9148159,1609.889721
17290506,57.8009
28827664,27.092651
20605425,6.999999
8871985,54.942888
23143681,115.215547
25671146,181.338548
14936089,104.791191
21842756,128.592927
10310443,259.646418
13847417,82.686195
21143895,187.247
24815273,25
18029176,130.163394
4339335,4198.774893
5798739,2225.012141
54516734,122379.8466
5174218,77.625964
25294071,30
23079545,93.569217
10413348,528.256789
139009308,46.24
16077373,78.325737
49850348,69.402647
7929677,74.455
13710040,53.113458
4138836,3905.398782
14579279,167.821495
13318708,26.505815
7439754,290.305497
6768062,94.788962
18306864,51.692583
5161920,4643.925168
25942459,101.137501
34492349,88.543266
6243494,61.815181
21152457,52.126
6310265,105.970099
7137946,144.780388
14071495,515.301207
7794444,30.246094
7251260,345.45469
5651711,4275.137168
10097197,75.17766
14653833,515.956821
12182096,263.687
8146662,177.518
3966297,4293.874897
24498991,383.639439
8965167,93.415348
25684435,101.040515
3574429,21934.56924
18441343,19.999999
10391786,69.530628
9800740,21.417205
13465033,330.626997
19201268,255.483288
6516187,3896.526884
4038354,48.025862
3954737,28.05036
7858985,504.21
33764314,27.734568
14397757,78.689951
16985615,31.532374
15431049,77.802355
4004078,6306.306033
4346220,3905.666291
27422566,60.240483
60153312,136.559617
18069033,151.255316
10813986,68.400282
24760640,62.492
10897281,110.64487
34939480,27.984159
29095329,181.161972
20766379,51.379198
30658234,50.804974
10896012,33.605733
28943622,48.771427
25986238,20.277434
6648979,524.934068
64454953,83.356
70760172,19.167397
14960702,357.338467
11302489,97.191269
13248661,24.999999
30081367,253.645891
5744339,5000
19380459,51.992
29613837,55.190241
4161006,1706.715601
18364566,131.434509
26037781,61.088253
64905087,25.881125
13289139,56.051222
14941576,54.024338
68843364,67.003481
62890021,25.620212
26624221,51.492668
12094184,94.104998
12377305,183.573436
4854580,4193.60936
43749630,231.761498
66896196,23.588406
2763390,5412.373521
7181814,66.884172
25940082,71.626798
11207976,109.397531
27884822,65.29
11472559,402.544493
12241227,259.983022
14289607,110.341567
